User ID,Order ID,Order Status,Merchant,subtotal,tax,fees,promotion,order datetime,delivery datetime,Cancellation reason,NPS,Commission Rate,Is Split Order,Is Manual Reload,Delivery Attempts,Num Items
IY4NR,8T73BPUS,Successful,The Tipsy Artichoke,57.41,3.3,13.6,5.0,2023-01-22 21:53:00,2023-01-22 22:13:43.814603502,,9,0.17,False,False,1,6
BHTFN,9WADGI8Y,Successful,Aura & Ash,7.9,0.45,3.17,0.0,2023-01-22 21:55:00,2023-01-22 22:04:30.170122487,,9,0.2,False,False,1,1
G5JTV,7QBZ3A1T,Successful,Brine,22.17,1.27,3.33,0.0,2023-01-22 21:55:00,2023-01-22 22:09:20.999496786,,4,0.2,False,True,1,1
LM7E4,EAF3IHSW,Successful,The Tipsy Artichoke,59.59,3.43,13.93,5.0,2023-01-22 21:58:00,2023-01-22 22:11:30.555621708,,9,0.17,False,False,1,4
QY3OT,31SL6WSW,Cancelled by Merchant,Brine,19.57,1.13,4.93,5.0,2023-01-22 21:59:00,2023-01-22 22:10:37.741834146,Merchant Not Accepting Orders,7,0.17,False,True,1,1
QOB86,BGHROXIL,Successful,Brine,17.01,0.98,4.54,0.0,2023-01-23 08:11:00,2023-01-23 08:23:12.166766946,,9,0.2,False,False,1,1
N0DL5,J8DL4JM0,Successful,Obsidian Kitchen,64.47,3.71,12.66,5.0,2023-01-23 08:14:00,2023-01-23 08:29:40.846512546,,8,0.17,False,False,1,5
QX6GV,H02IOIVT,Successful,Zest,8.07,0.46,6.2,5.0,2023-01-23 08:19:00,2023-01-23 08:34:42.475210542,,8,0.12,True,False,1,1
EFHX0,52Y288SV,Successful,Vellum,24.84,1.43,5.72,5.0,2023-01-23 08:29:00,2023-01-23 08:36:00.000000000,,8,0.17,False,False,1,3
XF1PI,MPBHV2PL,Successful,Obsidian Kitchen,60.8,3.5,9.12,0.0,2023-01-23 08:34:00,2023-01-23 08:51:14.988242784,,7,0.17,False,False,1,6
2PTHO,90T1C6AO,Successful,Thistle & Thread,19.16,1.1,7.86,5.0,2023-01-23 08:35:00,2023-01-23 08:49:29.897312226,,8,0.12,False,False,1,1
5TVGU,Z3RWBJ9C,Successful,Thistle & Thread,12.14,0.7,1.82,0.0,2023-01-23 08:39:00,2023-01-23 08:57:24.507777402,,8,0.12,False,False,1,1
D3IH6,EAFDZHDI,Successful,Vellum,24.23,1.39,5.62,0.0,2023-01-23 08:39:00,2023-01-23 08:50:56.140833324,,10,0.17,False,False,1,3
MRMPL,12O78DCP,Successful,Noodle Theory,59.46,3.42,10.91,5.0,2023-01-23 08:41:00,2023-01-23 08:58:57.178262016,,6,0.17,False,False,1,6
I5HO9,SOAB2BOI,Successful,Thistle & Thread,18.92,1.09,7.83,0.0,2023-01-23 08:44:00,2023-01-23 08:57:31.654246650,,7,0.12,False,False,1,1
EXBNX,JHETY58S,Successful,Zest,9.8,0.56,6.46,5.0,2023-01-23 08:51:00,2023-01-23 09:19:03.498477912,,9,0.12,False,False,1,1
KE3ZC,795C4K9B,Successful,Thistle & Thread,21.05,1.21,8.15,0.0,2023-01-23 08:57:00,2023-01-23 09:10:21.068252484,,10,0.12,False,False,1,1
C3RWQ,TVOAV41B,Successful,Thistle & Thread,21.83,1.26,8.26,5.0,2023-01-23 08:58:00,2023-01-23 09:26:39.450802746,,7,0.12,False,False,1,2
JNAWN,QHGH5HV9,Successful,Thistle & Thread,20.46,1.18,8.06,5.0,2023-01-23 08:59:00,2023-01-23 09:25:48.239749440,,6,0.12,False,False,1,3
2GZR7,HTB33XN2,Successful,Zest,3.34,0.19,0.5,0.0,2023-01-23 09:21:00,2023-01-23 09:34:53.101883646,,9,0.12,False,False,1,1
AYSYW,D16NJ1Z8,Successful,Thistle & Thread,19.78,1.14,7.96,0.0,2023-01-23 09:32:00,2023-01-23 09:44:44.195602764,,8,0.12,False,False,1,1
36BCP,1OU4XURJ,Successful,Thistle & Thread,17.93,1.03,7.68,0.0,2023-01-23 09:33:00,2023-01-23 09:45:57.631519248,,10,0.12,False,False,1,1
53LLP,9NNDIOMY,Cancelled by Zipline,Thistle & Thread,20.12,1.16,8.01,5.0,2023-01-23 09:34:00,2023-01-23 09:49:18.104449680,Weather Downtime,10,0.12,True,False,1,1
KKU3S,00SX12I2,Successful,Zest,12.14,0.7,6.81,5.0,2023-01-23 09:44:00,2023-01-23 09:56:26.146235646,,9,0.12,False,False,1,2
58KXO,4W92E301,Successful,Thistle & Thread,15.71,0.9,7.35,0.0,2023-01-23 09:53:00,2023-01-23 10:16:45.390926598,,8,0.12,True,False,1,1
G00ZK,7ERKCR2W,Cancelled by Merchant,Hearthstone House,55.77,3.21,11.36,5.0,2023-01-23 10:01:00,2023-01-23 10:12:54.433716096,Service Downtime,9,0.17,False,True,1,5
18K0A,ZYG8CV71,Successful,The Willow Snug,21.91,1.26,8.28,5.0,2023-01-23 10:03:00,2023-01-23 10:40:58.625297100,,5,0.2,False,False,1,2
6MM1Z,0X7PRIZS,Successful,Marrow,18.76,1.08,2.81,0.0,2023-01-23 10:15:00,2023-01-23 10:30:28.492493040,,5,0.2,False,False,1,1
IYZVN,SVFXCBBC,Successful,Kindle & Cane,14.76,0.85,4.2,0.0,2023-01-23 10:15:00,2023-01-23 10:22:08.652950754,,8,0.17,False,False,1,2
FLHW3,ZRMT0NHB,Successful,Salt & Spectacle,41.76,2.4,6.26,0.0,2023-01-23 10:29:00,2023-01-23 10:36:00.000000000,,9,0.2,False,False,1,4
CU5X0,L9OYONJ6,Successful,Crust,9.93,0.57,6.48,5.0,2023-01-23 10:32:00,2023-01-23 10:44:33.079758636,,8,0.2,False,False,1,1
4P4K9,A2FYRY92,Successful,Kindle & Cane,17.52,1.01,4.62,5.0,2023-01-23 10:33:00,2023-01-23 10:43:58.890174036,,9,0.17,False,False,1,1
9BXF4,SZ6O5RYJ,Successful,Vellum,18.43,1.06,2.76,0.0,2023-01-23 10:34:00,2023-01-23 10:44:44.175904122,,8,0.17,False,False,1,1
4KVFF,HTSBGJ6S,Successful,Zest,8.4,0.48,1.26,0.0,2023-01-23 10:37:00,2023-01-23 11:03:52.997968206,,6,0.12,False,False,1,1
ECPNC,2CTYFKKP,Successful,Sage & Stone,7.4,0.43,6.1,5.0,2023-01-23 10:46:00,2023-01-23 10:57:24.429560976,,9,0.2,False,False,1,1
BD4W1,DY2MEGI9,Successful,Vellum,34.49,1.98,7.16,5.0,2023-01-23 10:50:00,2023-01-23 10:57:00.000000000,,10,0.17,False,False,1,2
EE0Q4,C0FOJJKM,Successful,Obsidian Kitchen,38.67,2.22,8.79,5.0,2023-01-23 10:51:00,2023-01-23 11:12:48.604802646,,8,0.17,False,False,1,4
U2SNX,OOMFSQMI,Successful,Marrow,25.68,1.48,5.84,5.0,2023-01-23 11:00:00,2023-01-23 11:48:06.625126158,,7,0.2,False,False,1,2
7YH6U,AMYDQY7D,Successful,Sage & Stone,14.32,0.82,7.14,5.0,2023-01-23 11:09:00,2023-01-23 11:29:35.554127976,,10,0.2,False,False,1,2
98WP9,JC4AENDZ,Successful,Hearthstone House,8.52,0.49,6.27,0.0,2023-01-23 11:11:00,2023-01-23 11:22:45.763649448,,10,0.12,False,True,1,1
6PPYW,A7KEJFSJ,Successful,The Copper Kettle,17.54,1.01,4.62,5.0,2023-01-23 11:13:00,2023-01-23 11:30:55.072501998,,8,0.12,False,False,1,1
OCTCL,FUSAM4B0,Successful,Obsidian Kitchen,65.38,3.76,12.8,5.0,2023-01-23 11:19:00,2023-01-23 11:30:00.294376764,,9,0.17,False,False,1,5
IJE2X,9HEQMJAL,Successful,Thistle & Thread,24.34,1.4,8.64,0.0,2023-01-23 11:20:00,2023-01-23 11:30:07.007677644,,8,0.12,False,False,1,1
WKGUY,2Z1K3BDG,Successful,The Gilded Root,49.58,2.85,7.44,0.0,2023-01-23 11:21:00,2023-01-23 11:43:20.773745994,,8,0.2,False,False,1,4
8LX6D,ZUAH35QR,Successful,Obsidian Kitchen,50.16,2.88,7.52,0.0,2023-01-23 11:28:00,2023-01-23 11:43:58.965367566,,8,0.17,False,False,1,6
UTP04,V7ZYDBOL,Successful,The Tipsy Artichoke,50.25,2.89,12.53,5.0,2023-01-23 11:34:00,2023-01-23 11:48:51.541257234,,8,0.17,False,False,1,4
QIMQO,GE0K6QHE,Successful,Aura & Ash,8.3,0.48,1.25,1.66,2023-01-23 11:40:00,2023-01-23 12:17:56.001617496,,9,0.2,False,False,1,1
L5UQW,KBF51XFA,Cancelled by Merchant,Brine,23.65,1.36,5.54,5.0,2023-01-23 11:46:00,2023-01-23 12:02:48.017350524,Merchant Not Accepting Orders,10,0.17,False,True,1,3
N05FL,74FCM56J,Successful,The Social Sieve,30.93,1.78,6.63,5.0,2023-01-23 11:47:00,2023-01-23 12:26:51.508759962,,6,0.2,False,False,1,3
BM271,OQI32GS2,Successful,Brine,17.1,0.98,2.56,0.0,2023-01-23 11:59:00,2023-01-23 12:49:11.777824608,,6,0.12,False,True,1,1
BZ9T3,GD5KXJ2E,Successful,Vellum,30.39,1.75,6.55,0.0,2023-01-23 12:00:00,2023-01-23 12:12:58.658887356,,10,0.17,False,False,1,2
SJ21G,L2MVFY68,Successful,Noodle Theory,50.84,2.92,9.62,5.0,2023-01-23 12:03:00,2023-01-23 12:29:34.159351278,,6,0.17,False,False,1,5
29MAX,6IVRPJ9S,Successful,Sage & Stone,15.01,0.86,7.24,0.0,2023-01-23 12:08:00,2023-01-23 12:32:44.497108752,,8,0.2,False,False,1,1
O5D5A,QUS3T7C6,Successful,Thistle & Thread,19.0,1.09,7.84,0.0,2023-01-23 12:36:00,2023-01-23 12:53:28.772233236,,7,0.12,False,False,1,2
Q1426,P9EIB0TA,Successful,Marrow,22.96,1.32,5.43,0.0,2023-01-23 12:38:00,2023-01-23 12:59:28.526260722,,5,0.2,False,False,1,3
OMF9P,0ZILW2FR,Successful,Crust,10.87,0.63,1.63,0.0,2023-01-23 12:44:00,2023-01-23 13:37:04.683014034,,5,0.2,False,False,1,2
WZSJQ,Q2V3H06S,Successful,The Copper Kettle,19.4,1.12,4.9,0.0,2023-01-23 12:47:00,2023-01-23 13:16:56.361734868,,7,0.12,False,False,1,2
54PEG,O5LKHJ64,Successful,Vellum,32.64,1.88,6.89,0.0,2023-01-23 12:51:00,2023-01-23 12:58:00.000000000,,7,0.17,False,False,1,3
UKX49,224YL5DI,Successful,Vellum,31.26,1.8,6.68,5.0,2023-01-23 12:53:00,2023-01-23 13:25:24.999379788,,6,0.17,False,False,1,3
109DC,VAEJVOBV,Successful,Obsidian Kitchen,82.35,4.74,15.34,0.0,2023-01-23 12:56:00,2023-01-23 13:32:36.266619024,,5,0.17,False,False,1,8
D3I2I,MTWOYF1K,Successful,Noodle Theory,53.93,3.1,10.08,5.0,2023-01-23 12:57:00,2023-01-23 13:41:50.509895478,,6,0.17,False,False,1,4
U43QL,F4CC28FL,Successful,Kindle & Cane,9.57,0.55,1.44,0.0,2023-01-23 13:16:00,2023-01-23 13:39:56.085295770,,10,0.17,False,False,1,1
R0WH0,09XH12FA,Cancelled by Merchant,Vellum,43.13,2.48,8.46,5.0,2023-01-23 13:30:00,2023-01-23 14:05:42.697715562,Fulfillment Failure,6,0.17,False,False,1,3
EGB1D,QMR2ZH5T,Successful,Marrow,17.96,1.03,2.69,3.59,2023-01-23 13:32:00,2023-01-23 14:10:21.055232730,,7,0.2,False,False,1,1
ZUJV1,MHP9NYMS,Successful,Hearthstone House,30.52,1.75,6.57,0.0,2023-01-23 13:41:00,2023-01-23 14:02:57.783407508,,7,0.17,False,True,1,4
1P35Z,ASAJ7SRG,Successful,Crust,8.91,0.51,6.33,0.0,2023-01-23 14:01:00,2023-01-23 14:18:35.130476508,,9,0.2,False,False,1,1
BC2NN,BCNIWGBO,Successful,Kindle & Cane,17.6,1.01,4.63,5.0,2023-01-23 14:25:00,2023-01-23 14:34:37.404066756,,9,0.17,False,False,1,1
6PPYW,40JAG5AI,Successful,Vellum,23.29,1.34,5.48,4.66,2023-01-23 14:39:00,2023-01-23 14:47:16.696880820,,9,0.17,False,False,1,3
LF9YX,6RJY76AO,Successful,Obsidian Kitchen,32.97,1.9,4.95,0.0,2023-01-23 15:10:00,2023-01-23 15:34:12.181286082,,8,0.17,False,False,1,2
Y4WPW,XQKQBKUR,Successful,Fork in the Road,25.7,1.48,5.84,5.0,2023-01-23 15:21:00,2023-01-23 15:44:59.241462528,,7,0.17,False,False,1,3
7ZEOQ,SMF0HDU3,Successful,Obsidian Kitchen,60.66,3.49,12.09,0.0,2023-01-23 15:37:00,2023-01-23 15:53:05.830017546,,9,0.17,False,False,1,6
XYBRX,TPXP0VHT,Successful,Hearthstone House,36.89,2.12,8.52,5.0,2023-01-23 15:58:00,2023-01-23 16:08:42.914592846,,10,0.17,False,False,3,2
6ZHH3,G0IYVAM0,Successful,Fork in the Road,60.56,3.48,12.07,0.0,2023-01-23 16:07:00,2023-01-23 16:21:01.175371590,,10,0.2,True,False,1,5
LM7E4,EUHO6A9U,Cancelled by Merchant,Fork in the Road,80.52,4.63,14.07,0.0,2023-01-23 16:30:00,2023-01-23 16:43:43.240502364,Merchant Not Accepting Orders,9,0.2,True,False,1,9
NSMW5,MC4IX6AP,Cancelled by Merchant,The Willow Snug,21.15,1.22,8.16,0.0,2023-01-23 16:37:00,2023-01-23 17:12:02.213833986,Fulfillment Failure,6,0.2,False,False,1,2
GC8KI,NCTICEAA,Successful,Aura & Ash,7.22,0.42,3.07,5.0,2023-01-23 16:40:00,2023-01-23 17:30:21.603977256,,6,0.2,False,False,2,1
P9LBS,PMH4YYPY,Cancelled by Merchant,Kindle & Cane,21.61,1.24,3.24,0.0,2023-01-23 16:47:00,2023-01-23 17:03:14.660212722,Weather Downtime,9,0.17,False,False,1,2
7Y4XB,1G6YRGC5,Successful,Brine,35.75,2.06,5.36,7.15,2023-01-23 16:47:00,2023-01-23 17:05:59.360687292,,8,0.17,False,True,1,2
P4FMP,27KA6O1R,Successful,Vellum,37.83,2.18,7.66,7.57,2023-01-23 16:54:00,2023-01-23 17:22:52.493097546,,8,0.17,False,False,1,2
HDXC6,NYMWLDRV,Successful,Obsidian Kitchen,57.06,3.28,11.55,5.0,2023-01-23 17:00:00,2023-01-23 17:15:55.691184426,,9,0.17,False,False,1,5
OLJQ5,EWHDHJJV,Successful,Crust,11.21,0.64,1.68,0.0,2023-01-23 17:03:00,2023-01-23 17:22:46.447312146,,9,0.2,False,False,1,1
H5E8F,S1GYAPNR,Successful,Fork in the Road,23.4,1.35,5.5,0.0,2023-01-23 17:05:00,2023-01-23 17:29:48.220409262,,9,0.12,True,False,1,2
CUN91,K29N2P3O,Successful,Aura & Ash,11.2,0.64,1.68,0.0,2023-01-23 17:08:00,2023-01-23 17:36:31.897927818,,7,0.2,False,False,1,2
EUUR6,RSW2VTCO,Successful,Vellum,31.91,1.83,6.78,5.0,2023-01-23 17:10:00,2023-01-23 17:26:53.751750972,,9,0.17,False,False,1,4
5HSTS,SF12A5WS,Successful,Crust,8.72,0.5,1.31,0.0,2023-01-23 17:12:00,2023-01-23 17:24:55.919592366,,8,0.2,False,False,1,1
A2FQZ,X182KYB8,Successful,Kindle & Cane,23.82,1.37,5.56,0.0,2023-01-23 17:14:00,2023-01-23 17:32:12.687697884,,8,0.17,False,False,1,1
P422T,OEWUAC34,Successful,Flux,17.86,1.03,5.67,0.0,2023-01-23 17:14:00,2023-01-23 17:21:02.289507324,,9,0.12,True,False,1,1
YN2W8,FVX78A1K,Successful,Obsidian Kitchen,83.63,4.81,15.53,0.0,2023-01-23 17:15:00,2023-01-23 17:34:02.755337250,,8,0.17,False,False,1,7
25X1F,S0FENX7P,Successful,Aura & Ash,8.72,0.5,3.3,0.0,2023-01-23 17:16:00,2023-01-23 17:41:22.011946062,,5,0.2,False,False,1,1
DBVZB,GRLTUD6D,Successful,Salt & Spectacle,63.83,3.67,11.56,5.0,2023-01-23 17:26:00,2023-01-23 18:04:26.448157656,,8,0.2,False,False,1,5
6YVPD,5HRUP0MM,Successful,The Tipsy Artichoke,40.95,2.35,11.13,5.0,2023-01-23 17:34:00,2023-01-23 18:00:06.607416768,,7,0.17,False,False,1,5
ERBKN,FOTUX6J1,Successful,Hearthstone House,49.76,2.86,10.45,0.0,2023-01-23 17:56:00,2023-01-23 18:03:00.000000000,,10,0.17,False,False,1,3
UA3AI,K5LNB2LI,Successful,Fork in the Road,17.64,1.01,4.64,0.0,2023-01-23 18:00:00,2023-01-23 18:32:58.775764914,,7,0.12,True,False,1,2
4NLZ1,IAWG8YA7,Successful,Noodle Theory,39.96,2.3,7.98,7.99,2023-01-23 18:02:00,2023-01-23 18:53:21.846861930,,7,0.17,False,False,1,4
ODRO8,GGGKYCSN,Successful,Sage & Stone,8.85,0.51,6.32,5.0,2023-01-23 18:02:00,2023-01-23 18:12:22.676358972,,10,0.2,False,False,3,1
MOTCG,T8MYWGG0,Successful,Crust,10.72,0.62,6.6,5.0,2023-01-23 18:03:00,2023-01-23 18:16:27.573705678,,10,0.2,False,False,1,1
112CD,ZIPL3XT8,Cancelled by Zipline,Noodle Theory,9.51,0.55,1.43,0.0,2023-01-23 18:04:00,2023-01-23 18:37:46.121786880,Merchant Not Accepting Orders,7,0.17,False,False,1,1
DINU3,FVW3JZXZ,Successful,The Copper Kettle,24.77,1.42,5.71,5.0,2023-01-23 18:10:00,2023-01-23 18:26:54.473445000,,10,0.12,False,False,1,3
8NL4J,WN0D8A7A,Successful,The Copper Kettle,16.27,0.94,4.43,5.0,2023-01-23 18:11:00,2023-01-23 18:23:15.518708280,,8,0.12,False,False,1,1
1U24Z,5TBJ1URG,Successful,Marrow,22.79,1.31,5.41,5.0,2023-01-23 18:11:00,2023-01-23 18:27:56.459448816,,4,0.2,True,False,1,2
J8TH1,WIXY5J26,Successful,Noodle Theory,48.48,2.79,7.27,0.0,2023-01-23 18:13:00,2023-01-23 19:45:05.370107040,,4,0.17,False,False,1,3
JL2L5,8XVN8FN7,Successful,Aura & Ash,12.26,0.7,3.83,0.0,2023-01-23 18:21:00,2023-01-23 18:45:22.764183186,,8,0.2,True,False,1,1
UNF57,9V07OQKB,Successful,Crust,11.57,0.67,1.74,0.0,2023-01-23 18:27:00,2023-01-23 18:41:18.377151948,,8,0.2,False,False,1,2
N89LT,D6ZLSNV0,Successful,Marrow,24.05,1.38,5.6,0.0,2023-01-23 18:33:00,2023-01-23 19:23:23.351886474,,5,0.2,False,False,1,2
IJC1Y,P3K1TSBD,Successful,Aura & Ash,9.68,0.56,3.44,5.0,2023-01-23 18:41:00,2023-01-23 18:56:43.152922416,,8,0.2,False,False,1,1
L8OS9,MD2G5AAT,Successful,Vellum,37.98,2.18,7.69,0.0,2023-01-23 18:43:00,2023-01-23 19:13:08.131890846,,9,0.17,False,False,1,3
TPAC5,5F86NVSF,Successful,The Tipsy Artichoke,36.74,2.11,10.5,5.0,2023-01-23 18:46:00,2023-01-23 19:07:59.437481526,,9,0.17,False,False,1,2
CZP0N,825LC1E7,Successful,Aura & Ash,10.89,0.63,3.62,0.0,2023-01-23 18:51:00,2023-01-23 19:04:52.991691030,,9,0.2,False,False,1,1
NBWGS,4XPQVJNP,Successful,Brine,20.55,1.18,5.07,5.0,2023-01-23 19:02:00,2023-01-23 19:23:05.845007562,,9,0.2,False,False,1,1
23WVL,V4BNAX29,Successful,The Gilded Root,64.17,3.69,12.62,0.0,2023-01-23 19:03:00,2023-01-23 19:35:17.533995000,,8,0.2,False,False,1,5
0P92K,NYRHS45E,Successful,The Willow Snug,19.7,1.13,2.95,0.0,2023-01-23 19:11:00,2023-01-23 19:47:48.836841894,,6,0.2,False,False,1,1
0LTHY,I7I5IN2S,Successful,The Tipsy Artichoke,44.18,2.54,11.62,5.0,2023-01-23 19:17:00,2023-01-23 19:54:07.315137258,,8,0.17,False,False,1,3
RK5R0,ZTZR4V4P,Successful,The Willow Snug,15.63,0.9,7.33,0.0,2023-01-23 19:23:00,2023-01-23 20:37:32.613366960,,6,0.2,False,False,1,1
62VL1,YAF574CV,Successful,Vellum,29.93,1.72,6.48,5.0,2023-01-23 19:25:00,2023-01-23 19:45:11.865331404,,10,0.17,False,False,1,3
UR5L8,BYHSOB5N,Successful,The Copper Kettle,18.96,1.09,4.83,5.0,2023-01-23 19:26:00,2023-01-23 19:33:00.000000000,,10,0.12,False,False,1,1
IRQ4T,INCU3R89,Successful,The Copper Kettle,23.43,1.35,5.5,5.0,2023-01-23 19:36:00,2023-01-23 20:01:29.461534860,,8,0.12,False,False,1,3
350SG,C5PB3G57,Successful,Brine,23.82,1.37,5.56,4.76,2023-01-23 19:47:00,2023-01-23 20:01:26.069852322,,8,0.2,False,False,1,1
4EIBK,PPX116DB,Successful,The Gilded Root,55.53,3.19,8.33,0.0,2023-01-23 20:00:00,2023-01-23 20:10:35.364216462,,8,0.2,False,False,1,4
4X4PZ,A21IE4JV,Cancelled by Zipline,Crust,10.05,0.58,6.5,5.0,2023-01-23 20:06:00,2023-01-23 20:29:13.664767440,Service Downtime,9,0.2,False,False,1,1
MDW0F,VMVG191L,Successful,Hearthstone House,66.71,3.84,13.0,5.0,2023-01-23 20:08:00,2023-01-23 20:28:29.110573986,,8,0.17,False,False,1,5
2F2NA,R5GWGGL2,Successful,Noodle Theory,52.31,3.01,9.84,5.0,2023-01-23 20:10:00,2023-01-23 20:26:29.340823788,,6,0.17,False,False,1,4
C0Y0B,O87GYBLV,Successful,Aura & Ash,9.59,0.55,3.43,0.0,2023-01-23 20:13:00,2023-01-23 20:22:05.325279342,,7,0.2,False,False,1,1
T860X,T0RKQXJ6,Successful,Obsidian Kitchen,40.45,2.33,9.06,5.0,2023-01-23 20:15:00,2023-01-23 20:48:02.781437022,,8,0.17,False,False,1,3
TJQ8Z,SJKOQZEY,Successful,Obsidian Kitchen,64.66,3.72,12.69,5.0,2023-01-23 20:25:00,2023-01-23 20:46:10.827010992,,9,0.17,False,False,1,7
0K5QZ,KG0OX7OP,Successful,The Gilded Root,54.01,3.11,11.09,0.0,2023-01-23 20:30:00,2023-01-23 20:46:36.570100290,,9,0.2,False,False,1,4
E6SWY,UQGTUMP1,Successful,Crust,12.27,0.71,6.83,5.0,2023-01-23 20:42:00,2023-01-23 21:04:54.186058308,,8,0.2,False,False,1,2
1P0VU,MFK5A38E,Successful,Marrow,15.17,0.87,4.27,5.0,2023-01-23 20:42:00,2023-01-23 21:01:59.547977964,,4,0.2,False,False,1,1
BWGMP,W2ASK2LZ,Successful,Aura & Ash,9.02,0.52,1.35,0.0,2023-01-23 20:55:00,2023-01-23 21:16:35.598616530,,7,0.2,False,False,1,1
AQS3T,HB82CM04,Successful,Crust,11.89,0.68,6.77,0.0,2023-01-23 21:01:00,2023-01-23 21:20:14.455399764,,7,0.2,False,False,1,2
OS6ZL,O98N2R48,Successful,Kindle & Cane,21.3,1.22,5.19,0.0,2023-01-23 21:08:00,2023-01-23 21:15:00.000000000,,9,0.17,False,False,1,2
AYBGI,WTNMB79W,Successful,Marrow,15.27,0.88,4.28,0.0,2023-01-23 21:09:00,2023-01-23 21:35:02.359607466,,5,0.2,False,False,1,2
9RR7S,727FKN1H,Successful,Salt & Spectacle,65.15,3.75,11.76,0.0,2023-01-23 21:16:00,2023-01-23 21:31:07.839778524,,9,0.2,True,False,1,6
XZ2EI,SKV1VQ6H,Cancelled by Zipline,Vellum,22.17,1.27,5.32,5.0,2023-01-23 21:23:00,2023-01-23 21:34:21.422628636,Service Downtime,8,0.17,False,False,1,1
H8EA3,N1YL9UNL,Successful,Aura & Ash,11.66,0.67,3.74,5.0,2023-01-23 21:43:00,2023-01-23 21:51:44.441236752,,8,0.2,False,False,1,1
AZQ4X,NX3P4AGK,Successful,Vellum,24.12,1.39,3.62,0.0,2023-01-23 21:53:00,2023-01-23 22:07:44.999025384,,9,0.17,False,False,1,3
BLQI1,19PEV0KR,Successful,The Willow Snug,24.85,1.43,3.73,0.0,2023-01-23 21:58:00,2023-01-23 22:18:40.712363820,,7,0.2,False,False,1,3
W5861,NF3LPB30,Successful,Zest,10.23,0.59,6.52,0.0,2023-01-24 08:02:00,2023-01-24 08:24:46.556879586,,9,0.12,True,False,1,1
VINDH,87CYAMNJ,Successful,Salt & Spectacle,58.78,3.38,10.81,11.76,2023-01-24 08:06:00,2023-01-24 08:21:17.602517988,,8,0.2,False,False,1,5
BC2NN,PV3XW9EI,Successful,Thistle & Thread,19.68,1.13,2.95,0.0,2023-01-24 08:06:00,2023-01-24 08:23:11.362980840,,9,0.12,False,False,1,1
9DXJ3,QM8VZN2D,Successful,Zest,10.18,0.59,6.52,5.0,2023-01-24 08:09:00,2023-01-24 08:28:22.033956132,,6,0.12,False,False,1,2
QIET4,ZFOPSZVR,Successful,Thistle & Thread,20.33,1.17,8.04,5.0,2023-01-24 08:16:00,2023-01-24 08:29:02.417378370,,9,0.12,False,False,1,1
OFG78,KQKEZNL0,Cancelled by Zipline,Zest,11.41,0.66,6.7,5.0,2023-01-24 08:19:00,2023-01-24 08:28:59.542454940,Fulfillment Failure,10,0.12,False,False,1,1
P7794,H24Q9KSO,Successful,Hearthstone House,9.87,0.57,6.47,0.0,2023-01-24 08:22:00,2023-01-24 09:11:44.128511916,,7,0.12,True,False,1,1
E3MXZ,RUWNN6LX,Successful,Salt & Spectacle,71.09,4.09,10.66,0.0,2023-01-24 08:24:00,2023-01-24 08:39:49.074836154,,8,0.2,False,False,1,7
ZDN9S,5AQAKZHD,Successful,Kindle & Cane,17.06,0.98,4.55,5.0,2023-01-24 08:24:00,2023-01-24 08:38:48.331934094,,8,0.17,False,False,1,1
M0SXF,Y28TKJWJ,Successful,Zest,11.72,0.67,6.75,5.0,2023-01-24 08:26:00,2023-01-24 08:59:20.356256742,,8,0.12,False,False,1,1
KVJZ0,XSQ38177,Successful,Zest,11.13,0.64,6.66,0.0,2023-01-24 08:36:00,2023-01-24 09:18:14.899167090,,8,0.12,False,False,1,1
SWOKJ,757SS737,Successful,Zest,12.47,0.72,6.86,5.0,2023-01-24 08:41:00,2023-01-24 09:14:52.851613578,,6,0.12,False,False,1,2
H3O0S,QYKHL2YQ,Successful,The Gilded Root,56.33,3.24,11.44,0.0,2023-01-24 08:44:00,2023-01-24 09:04:17.606461410,,7,0.2,False,False,1,6
772IY,ZBL9PEA2,Successful,Zest,10.66,0.61,6.59,0.0,2023-01-24 08:52:00,2023-01-24 09:11:33.777257988,,7,0.12,False,False,1,2
3Y53M,KI5P3VU5,Successful,Zest,10.64,0.61,6.59,5.0,2023-01-24 08:52:00,2023-01-24 09:14:01.621362918,,9,0.12,False,False,1,1
5FKNJ,LHYZALO4,Successful,Zest,7.57,0.44,6.13,1.51,2023-01-24 08:53:00,2023-01-24 09:43:19.243504758,,7,0.12,False,False,1,1
38DAL,MW8XKHG4,Cancelled by Zipline,Flux,21.58,1.24,6.23,0.0,2023-01-24 09:01:00,2023-01-24 09:21:17.384874162,Merchant Not Accepting Orders,7,0.12,False,False,1,1
OV6SG,Y5BFYGOU,Successful,Brine,90.97,5.23,13.65,18.19,2023-01-24 09:11:00,2023-01-24 09:42:07.048205556,,6,0.17,False,True,1,9
RP59Y,K6M7WRRG,Successful,Thistle & Thread,72.7,4.18,10.9,0.0,2023-01-24 09:13:00,2023-01-24 09:22:54.538301718,,8,0.17,False,True,1,8
Y8OZC,MTXS83XE,Successful,Zest,8.44,0.49,1.27,0.0,2023-01-24 09:17:00,2023-01-24 09:25:46.736387712,,10,0.12,True,False,1,1
3ZSMV,4E8QENVG,Successful,The Gilded Root,35.19,2.02,8.27,0.0,2023-01-24 09:26:00,2023-01-24 10:14:33.191943107,,7,0.2,False,False,1,4
